"title","avg_rating","rating_count","phone","website","address","area","city","category","images"
"The Lion and Antelope","3.2","2834",,"manchesterairport.co.uk","Manchester Airport, Terminal 3 After Security, Manchester M90 1QX, United Kingdom","Wythenshawe and Sale East","Manchester","Pub","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9WuP5HWfycjaJsPdCPy90txzIIRGUWsSjH5cksEi4fgp1y_H1wIF-9OOredH2LTY5VlMBh7wFUqi_XrSqNaTbaLvYYH158I71fqZXgKTfo8KgmPsYWpw3YQcWSX3h28mldkzYx=s4196-v1"
"RVP Cafe","4.0","56","+44 161 489 8300","runwayvisitorpark.co.uk","Runway Visitor Park, Sunbank Ln, Altrincham WA15 8XQ, United Kingdom","Wythenshawe and Sale East","Manchester","Cafe","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9_HYSGSUDCtchG37o-i3wHpzqQn07kTR4d-v2wSaxvs2iuxd6s6zIPbg8qwM3-98y4kQKeeBeUMGXjK_eX13ZwIDQnesMkS4ZpFClq8wx3fztsQS9PXzZc8r9hFdpFrXoJNgC6=s4196-v1"
"Bridgewater Exchange","3.8","799","+44 161 676 1121","trgconcessions.co.uk","Manchester Airport, Terminal 2, Manchester M90 1QX, United Kingdom","Wythenshawe and Sale East","Manchester","Restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8azOfvwkN28L1OD6NaiLZP2CBlE7y5fTTL2dtAPY1Yrebfb1IUQgT_28nS4Mty2OiSnmrFAfpZVC9ckwGs4J_Y7z7SHvhku7xjMUNtBWf-S_WBn-U4wPuFCsz0y4DlY2urIxg9Pg=s4196-v1"
"The Grain Loft","3.4","2511","+44 161 489 3416","foodtravelexperts.com","After Security Upper, Terminal 1, Airport, Manchester M90 1QX, United Kingdom","Wythenshawe and Sale East","Manchester","Bar","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-mwUz3qWIvmPMVu0YjCJXmStDQ5PdmL3RShlAPVy-6V4do5ZuoXAZeHqGWkjfbcyllzIVP72kds8YZUnW-RYRYDYiv2RCIBdNJT3wIADE77aBr5Kdq3JMFaa4lFeEh5RvY7psi5A=s4196-v1"
"Evergreen, Manchester Airport","4.2","503","+44 161 489 2303","manchesterairport.co.uk","Terminal 2, Airport, Manchester M90 3DQ, United Kingdom","Wythenshawe and Sale East","Manchester","Bar","https://lh3.googleusercontent.com/p/AF1QipPoD5_WEryJ50ElsK_upQeMwgiF_rdoPeRq4HaQ=s4196-v1"
"Giraffe","3.9","2133","+44 161 435 4070","trgconcessions.co.uk","Terminal 1, Airside, Airport, Manchester M90 1QX, United Kingdom","Wythenshawe and Sale East","Manchester","Restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9Q4KCAT_Y1yplabJJGaUgNQ8wDNrqFXJFGUNwtwg4ED1zbUizEJZ2iMfVqgzuoLegjMIV5CJ-jZi_XFJmiQC3iJpjo4eqSvgtGk1mj_aK31aAVzY-CkVOIlJTTv7wgV8sp3SruGA=s4196-v1"
"Burger King","3.9","1528","+44 161 489 5581","locations.burgerking.co.uk","Level 2, Terminal 1, Unit D11, Airport, Manchester M90 3HG, United Kingdom","Wythenshawe and Sale East","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_mymVXC5OOQbUXkx4A3qfRkgc0Kfo1tNy76_AZqitOczF9qdrt8H_0Clccap3WZa2WHYTd3wI6xaR31h1K2GQ2X9Bs2Ya8jXpe6FCiryqH0BJatkff7Nr_Off1fTy48AZHpWow=s4196-v1"
"Brasserie Blanc Hale Barns","4.4","333","+44 161 870 2633","brasserieblanc.com","Marriott Hotel, Hale Rd, Hale Barns, Manchester WA15 8XW, United Kingdom","Altrincham and Sale West","Manchester","French restaurant","https://lh3.googleusercontent.com/p/AF1QipOVj_NZLZ3eO-Xr1MJwPqX50OkOdxfwShv1GYyf=s4196-v1"
"El Bosc","4.7","113","+44 1625 548144","elbosc.co.uk","Altrincham Rd, Styal, Wilmslow SK9 4JE, United Kingdom","Tatton","Manchester","Spanish restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB97f9KNZ04DJtMZtbj8xxbHkxFzMwSxydq0PvenLNBpxXKjwVjnJJ0iCiGz0P2RPfW7X-qsz3kx30uYJYvwZuT_dr2TQu5f63hC74aHCQawH_Zw_jPIgbHQIVXzlC9FkNZ-YAKV=s4196-v1"
"Upper Crust T1 Manchester Airport","4.5","1036",,"uppercrust-baguettes.com","After Security, Terminal 1, Manchester M90 1QX, United Kingdom","Wythenshawe and Sale East","Manchester","Sandwich shop","https://lh3.googleusercontent.com/p/AF1QipNkx1j3g6YpB16QudJSCt6fTL1FXqWfwSwvicda=s4196-v1"
"Grill Restaurant","2.3","22","+44 161 498 0333","claytonhotelmanchesterairport.com","Outwood Ln, Manchester M90 4HL, United Kingdom","Wythenshawe and Sale East","Manchester","Restaurant","https://lh3.googleusercontent.com/p/AF1QipNBUcv2SWQZMdx8qFmGlyfe_WWm9weaK-PixXwP=s4196-v1"
"Syriana Restaurant","4.6","359","+44 161 980 5666","syrianahale.co.uk","290 Hale Rd, Hale Barns, Altrincham WA15 8SP, United Kingdom","Altrincham and Sale West","Manchester","Restaurant","https://lh3.googleusercontent.com/p/AF1QipNJxv42VECxp4AVEdErOkf8pkK4i5OJrPdV92ah=s4196-v1"
"Wrapchic Manchester Airport","3.6","14","+44 161 489 6248","wrapchic.co.uk","Manchester Airport Terminal 2, Arrivals Hall, Manchester M90 1QX, United Kingdom","Wythenshawe and Sale East","Manchester","Modern Indian restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_Ge93c1hC9dT30vyp61DUFZoPwhXX4x_FKGNpO-NJWOLTspAvJ0vV_oFC3hcJA98Fz8Lp7W5kGyqf-6ZqddPTF7mgKLPuwyvWq7sTCMBj3YVHHZzUER1JBxHeHoXlEYICl1B-1jg=s4196-v1"
"Habbibi - Manchester","4.3","487","+44 161 526 0951","habbibi.co.uk","Building, 1 Hardman Boulevard XYZ, Manchester M3 3AQ, United Kingdom","Manchester Central","Manchester","Restaurant","https://lh3.googleusercontent.com/p/AF1QipObWgeWv_jamqwmIzvZ8gg4AmQ5VfMomZp4-pj6=s4196-v1"
"Banyan Bar & Kitchen - Spinningfields Manchester","4.2","654","+44 161 537 6720","banyanbar.co.uk","Vantage Point, Manchester M3 3PL, United Kingdom",,,"Bar","https://lh3.googleusercontent.com/p/AF1QipPRrmAGo8_b1V0tUFZ1IE01sMoOl_nokKLZL7qL=s4196-v1"
"KFC Manchester Airport","3.1","157","+44 161 489 2342","kfc.co.uk","Three, HMS Host, Domestic Approach Teminal, Airport, Manchester M90 3NZ, United Kingdom","Wythenshawe and Sale East","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_ABVZXNtp_4g7MM4ZZWvwY8s6Am6RzOULa7zCSOUK028mca7IECUP3fuE12Pv06TZ4flYVP157YAketQ0rB3azhBTkgf1W73dNTUAvTQTz5c9qs0597zwaiqqXiHCFbwYnC5cN=s4196-v1"
"The Alchemist Spinningfields","4.4","2767","+44 161 817 2950","thealchemistbars.com","3 Hardman St, Manchester M3 3HF, United Kingdom","Manchester Central","Manchester","Cocktail bar","https://lh3.googleusercontent.com/p/AF1QipM54m9D3ChLw8MiiBFa0d1PdzLGTxsCkThDIKFK=s4196-v1"
"Slug & Lettuce - Spinningfields Manchester","4.4","2193","+44 161 696 4859","slugandlettuce.co.uk","Unit 5 Block A, Irwell Square, Salford, Manchester M3 3AN, United Kingdom","Manchester Central","Manchester","Cocktail bar","https://lh3.googleusercontent.com/p/AF1QipPODYiNWspG8ZRsYMMIFw21ZhVPeqGz77z9PRsN=s4196-v1"
"Cherry's Caribbean","5.0","26","+44 161 400 7017","didsburyandwithingtoneats.co.uk","28 Old Moat Ln, Withington, Manchester M20 3FL, United Kingdom","Manchester Withington","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_XEIFQSid74sE2etyqDBkhlQpkbAkacsK4tyvNPz8ENwrYsUlizx20cltLpcEODBjhRyb8XMlscskbv5t4FNJ0o9ciOQnNJMeEy_zUi7UpBGkK13aXeeToOAu0tYZwoeZfRkAF_Q=s4196-v1"
"Louis Restaurant","4.3","397","+44 161 646 0374","louisrestaurants.com","3 Hardman Square, Hardman St, Manchester M3 3EB, United Kingdom","Manchester Central","Manchester","Restaurant","https://lh3.googleusercontent.com/p/AF1QipMUgT1rewxnGdaSJeQOFqBveCwJGKSTYiIDwDYR=s4196-v1"
"Wing On Palace","4.0","65","+44 161 445 5227","wingonpalace.co.uk","36 Old Moat Ln, Withington, Manchester M20 3FL, United Kingdom","Manchester Withington","Manchester","Chinese takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9VqtsDjCl_G4JifVnB84UrwLZOkyhec6DiMvIeW10eKGjjX0hWI16biVtqrxqLI1Luc0uJulpz2XCikX-xqAfxlFm36LACkEn538BARAO4M6CBlbqhVFBZtl-5EK-bo3WQyIb2=s4196-v1"
"itsu - Manchester Spinningfields","4.3","589","+44 161 669 8499","itsu.com","1 Hardman Blvd, Manchester M3 3AQ, United Kingdom","Manchester Central","Manchester","Asian restaurant","https://lh3.googleusercontent.com/p/AF1QipOhXJY0cOWOOqWFOOxRICJIt383Q4AKFDKytIxe=s4196-v1"
"Scene Indian Street Kitchen","3.9","1781","+44 161 839 3929",,"4 New Ct St, Manchester M3 3AN, United Kingdom","Manchester Central","Manchester","Indian restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-a9-nEfEUlXte9BgaWGWfAxOnyzENHHp2xOTWn_uL_wNq6gmb4P6ZUtcZPom_kCNYdLh-QuiYZTXwNqHiqW_bVaBNqKUod6ltnGKbJwMXDB25jmlsi9lWD6yBwxjblX_Septsd=s4196-v1"
"Old friend garden Chinese Takeaway","4.5","101","+44 161 434 1869","oldfriendgarden.co.uk","434 Wilmslow Rd, Withington, Manchester M20 3BW, United Kingdom","Manchester Withington","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/p/AF1QipP2j6zwOdXmgBa7Zodtn439vXdT6R1Y3E9nkW_k=s4196-v1"
"Bento King Withington Store","3.0","64","+44 161 448 1710","bentoking.co.uk","467 Princess Rd, Withington, Manchester M20 1BH, United Kingdom","Manchester Withington","Manchester","Chinese takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9I8QoOGpaJU9FZLKewqrJMW42o06Mvkn8KsZsxF2K5GVgSrKpsl9GC1qbULyRnzNY76cxqM3CgbyAX5PEWl7n9nZxJXS2KjCZas4Yka2xvnublxFIugrrbR0sjmDz5J5iUsT4O=s4196-v1"
"Red Lion Withington","4.1","1222","+44 161 434 2441","youtube.com","Wilmslow Road Withington, Withington, Manchester M20 4BT, United Kingdom","Manchester Withington","Manchester","Pub","https://lh3.googleusercontent.com/p/AF1QipNyTP7QewAfmdxgeoQxq8JH6ges_Sm0wgk76cqR=s4196-v1"
"DOUGH CLUB","4.5","173",,"doughclub.co.uk","1 Queen St W, Withington, Manchester M20 3BQ, United Kingdom","Manchester Withington","Manchester","Pizza takeaway","https://lh3.googleusercontent.com/p/AF1QipNhseweR0gL8I78mf3GSoBogrlw2132woq9z3ng=s4196-v1"
"craten",,,,,"49 Thomas St, Manchester M4 1NA, United Kingdom","Manchester Central","Manchester","American restaurant",
"Nancy Spains - Manchester","4.8","4",,"nancyspains.co.uk","Nancy Spain’s, 21 Hilton St, Manchester M11 1JJ, United Kingdom","Manchester Central","Manchester","Irish pub",
"Best Western","3.7","772","+44 330 028 3427","bestwestern.co.uk","340 Wilmslow Rd, Fallowfield, Manchester M14 6AF, United Kingdom","Manchester Withington","Manchester",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhGzVoO6_dwb2amHLiZF6QjtFZGq5yjnC9V2m58VS6mE8T9X8gINEK3B-G76SVBlph_0tOgZZCZFJ2PW4HegSya9jhwNf4WTmmmuYrSMPnyE7ZhcXpHHrbIOJcZiYHRh6diUmyUPy3Tojl2tUesppcYnrA6kPobcBBlQ_RyZrOLe6gbVij_n-4d0=s4196-v1"
"Sultan Turkish Grill","4.3","272","+44 161 832 0363","deliveroo.co.uk","153 Great Ducie St, Cheetham Hill, Manchester M3 1FB, United Kingdom","Manchester Central","Manchester","Turkish restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB81HBbMbG6hjFuxvs2tnD7hVskalpxSPuBKSJ-ckMVx3P5otLGEtB13VDvsjAiaTpJ97bN45bzqpUzVo4b3h-ZmPogiGPCogvSQncru7e9gFHl3dhjo7_zKfe4S_EONTQW47zZJ=s4196-v1"
"Premier Inn Manchester West Didsbury hotel","4.1","948","+44 333 321 1298","premierinn.com","Christie Fields Business Pk, Derwent Ave, Manchester M21 7QS, United Kingdom","Manchester Withington","Manchester",,"https://lh3.googleusercontent.com/p/AF1QipN-QfQRMrQOq-itSh_jWj3vwIca2pTmyvW5dUl2=s4196-v1"
"The Galloping Major Restaurant","4.8","21","+44 161 697 3066","oddfellowsonthepark.com","Bruntwood Hall, bruntwood park, Cheadle SK8 1HX, United Kingdom","Cheadle","Manchester","Restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-6kDn70llO67PWJ3RPaH0D0cECD2ntUJBBJQ3pIZaKta2iqJtLodSkzBPLfVfW9kU2V3QEaUNmeDg_4o7EmH1iE4KhMCmWuW-4kH5mRTDVn7WXTSLv0bFusVb_gHXjH4TOhaq-_g=s4196-v1"
"SANGAM HEALD GREEN","4.6","452","+44 161 511 2360","sangam.co.uk","202 Wilmslow Rd, Heald Green, Cheadle SK8 3BH, United Kingdom","Cheadle","Manchester","Indian restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_6Qim-wfw78UENLWvYPjrEW5njssOgZb_oJRqg9sEgN8cLneH4xgxH0am-MyTUager_LE5-DiXf_0TrRSAA4SDTGVO6tWW8oB8pCqpC3BpD64NG3wvpt9S-6DbGEOJs__gWcjn=s4196-v1"
"Flying Horse","4.0","3115","+44 161 437 6205","hungryhorse.co.uk","1 Longstone Rd, Wythenshawe, Manchester M22 5LB, United Kingdom","Wythenshawe and Sale East","Manchester","Pub","https://lh3.googleusercontent.com/p/AF1QipNXQKcu2weT6yTsQ6zHs_jj_o1VxZ3Id_1TBcp3=s4196-v1"
"JIMS","4.5","244","+44 161 566 1076","jimsfried.co.uk","8 Finney Ln, Heald Green, Cheadle SK8 3DQ, United Kingdom","Cheadle","Manchester","American restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-8asGtohwcJC-nE45U9l7ccQuOlgfuQn23ja8rsTd2gBK2I3fjluucg3zkdp5uI5sJDJUXKA8YDZhOyu7UnHMV9zJdawqQhzmIGuePUk-aW86uj6lw5nOPFLmweJYdGvJjSnnY=s4196-v1"
"Giuliano Italian Restaurant","4.8","1229","+44 1625 535245","giulianorestaurant.co.uk","121 Wilmslow Rd, Handforth, Cheshire, Wilmslow SK9 3HX, United Kingdom","Tatton","Manchester","Italian restaurant","https://lh3.googleusercontent.com/p/AF1QipMz3OZ6iMvAPD-mlrsoZh7xOzDi23d8z8LhmBMx=s4196-v1"
"Premier Inn Manchester Airport (Heald Green) hotel","4.1","1240","+44 333 321 1304","premierinn.com","Finney Ln, Wythenshawe, Stockport SK8 3QA, United Kingdom","Cheadle","Manchester",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhHs0su_oQoMKjbMIh7r16REJGcl3YSRthsX0FRyL1QfYonI4RUyDXxmLhIkYPJPDL6rNGwnWI1_ptWIFfmr46GUlQY-9z_sxRj_N0hz2HfeXXiXNwVgDPhGxDfykYcGGHWKjBFsjYCPXJmcP4is9w7t_UV7k09ZgKfNQnEHO05BYSzU4mTNfS6m=s4196-v1"
"Desi KĀNA","4.3","111","+44 161 437 2307","desikanamcr.co.uk","Desi KĀNA, 6 Finney Ln, Heald Green, Cheadle SK8 3DQ, United Kingdom","Cheadle","Manchester","Pakistani restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-sZk3LFrWWFtCeNYoJblGEOZAjXgN3HEQQAVt67CZxXgxDGoNclwQ2PJyXdVOtSmW2Dq-hJfA1Cd_r77UxtAjWi-txfKqoEcNc-sMmvOil3w_BZv4Vnt_O_LFxN38-ngdwwa0TuQ=s4196-v1"
"Borrello","4.6","610","+44 161 962 4455","borrellorestaurant.co.uk","7 School Rd, Sale M33 7XY, United Kingdom","Wythenshawe and Sale East","Manchester","Italian restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB81xp-aJ5BmNAvDdgD0yuVh6NDKVYcyBBey8cpY88cfuoo5ZRO_-7oHH8R4hpre5ZZ-vxnlozEkpyUCrK84pIHTP7o5GrTii5QAfPF-DufSi5sCyc_p9P1835zfK488Lpv4NEhA=s4196-v1"
"Premier Inn Manchester Airport M56 J6 Runger Lane North hotel","4.1","4165",,"premierinn.com","North, Runger Lane, Wilmslow Old Rd, Manchester M90 5DL, United Kingdom","Wythenshawe and Sale East","Manchester",,"https://lh3.googleusercontent.com/p/AF1QipNIDw14PPXEHoOzVXd5Q3N4pqxF8AadafRuK3Ur=s4196-v1"
"McDonald's","3.3","1018","+44 161 220 9049","mcdonalds.com","Lime Square, Ashton Old Rd, Openshaw, Manchester M11 1DA, United Kingdom","Manchester Central","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-kN5HwFnTar89Ftfuhbeya89gzV5mg4A73Wq8HET8Gu8R9x0EPHTrlN7pH8FIc61ASSwUqKCbzH9X1xGAWK-TgCnT1Z7SjHeq0QUe5-CRJ4NFghlSOShQLwJ1wRueofv79_bbE=s4196-v1"
"Railway Hotel","4.0","111","+44 161 523 4274",,"2 Manshaw Rd, Openshaw, Manchester M11 1HS, United Kingdom","Manchester Central","Manchester","Pub","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9QQyKPbzoUsFWKQ2_6-VmQEl9p0OEUZGBKXnm9TqHZgSpcduYdkTLkMh_442BDRz-4cqJWZ6cH1zKqkKx5N4FWXvAS_yjIBzkO_d4O915hDUAA_1sFGkMgRM9CXOgPYC4ACR_kbw=s4196-v1"
"Cinnamon Tree","4.4","162","+44 161 437 5701","cinnamontreerestaurant.co.uk","224 Finney Ln, Heald Green, Cheadle SK8 3QA, United Kingdom","Cheadle","Manchester","Indian restaurant","https://lh3.googleusercontent.com/p/AF1QipMYz0hBMoEjG2bw0ouwpixCb07HEz3TmioWGHRr=s4196-v1"
"Maliks Takeaway","3.7","149","+44 161 231 4442","malikstakeaway.co.uk","1166 Ashton Old Rd, Openshaw, Manchester M11 2NG, United Kingdom","Manchester Central","Manchester","Indian takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-zi3QnUEfzUHdM7fyfD2lv1RAW_n8IGx2Chm7-meRXpIpVo0s7_NbQZweGc5mgx2h_vzq6mThVleHk3UfEE4llqpEcdvogeujnZ4OQb_AhAtHjIbdiTiXVFDPyTJ12mrBAwavs=s4196-v1"
"Subway","3.9","188","+44 161 223 2921","restaurants.subway.com","959 Ashton Old Rd, Openshaw, Manchester M11 2SL, United Kingdom","Manchester Central","Manchester","Sandwich shop","https://lh3.googleusercontent.com/p/AF1QipNi0YhzsxEOOJqgsHTiwLJXTGpK1cP3w8EVjIMM=s4196-v1"
"Lahori Lane","4.6","31","+44 161 706 0999",,"Polish and Glow, Redgate Ln, Manchester M12 4RX, United Kingdom","Gorton and Denton","Manchester","Pakistani restaurant","https://lh3.googleusercontent.com/p/AF1QipOZIZ-nFoEzWDKYTSaZvcXvlXq9opbVQuU_ECTY=s4196-v1"
"Clayton Pizza and Chicken House","3.6","133","+44 161 370 4414","claytonsfood.co.uk","859 Ashton New Rd, Manchester M11 4PA, United Kingdom","Manchester Central","Manchester","Pizza restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB89t1cdSMCuYNFyH70LN_qohTaPe6rsuCQ2TiRB4gvKvwKLJEW3JIWyhfygx7yw-g2rSi2db-gkJDnA-qAV7sc-iYnf-t588EsSo1XYh4kzbP_76ZBnMS0vb-U5dJQ1gGDQYjs2=s4196-v1"
"ISTANBUL SHAWARMA","4.3","77","+44 161 371 1111",,"1058 Ashton New Rd, Manchester M11 4PE, United Kingdom","Manchester Central","Manchester","Restaurant","https://lh3.googleusercontent.com/p/AF1QipM5ofLbbfl0-h55-wkLO5fuVxY5ZR7C7rf6n4R0=s4196-v1"
"Amigos Takeaway","4.1","71","+44 161 220 9880","amigosclayton.co.uk","9 Vale St, Manchester M11 4NR, United Kingdom","Manchester Central","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/p/AF1QipNF0otxzlidY43K7dD7Eynp6qHtyA45eDjsYEzY=s4196-v1"
"Rosa Takeaway","4.1","72","+44 161 370 7747","rosatakeaway.co.uk","Rosa Takeaway, 75 Market St, Droylsden, Manchester M43 6DD, United Kingdom","Ashton-under-Lyne","Manchester","Italian restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8vjSQscf037vET0SPVPMXZtMjxorm3ZjY6JGRRxyGpdPs3Fi8Rwh-FCUNkgnNkB7Mg9kpWpMdROEszgy2NcIOJ_37skE56EOUcH8RV95Oy9jt2HC780N2ZyVBBTrPvWdK9bgc=s4196-v1"
"Hong Kong Chippy","4.3","49","+44 161 231 3028",,"591 Ashton New Rd, Clayton, Manchester M11 4EA, United Kingdom","Manchester Central","Manchester","Chinese takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8z2lkiB0Q0pzoKtyKQZS94lRjfp_Ssul3Lp-iZgnGayPCueMSC1155WqGZ_1GcWR6h8wfH7FHr_Db41DykxHqS2DIS1lg9FzQHBlHN-0j--irXT9cMcVlJP983R8_gHKZ0I_YoIg=s4196-v1"
"Fish & Fire","3.8","115","+44 161 478 1109",,"223 Ashton Old Rd, Manchester M11 3WU, United Kingdom","Manchester Central","Manchester","Fish and chips takeaway","https://lh3.googleusercontent.com/p/AF1QipNp8Z-kDHxQgA8oe55cgX4WQ66N2qMaaJ-3VIwj=s4196-v1"
"Into Thai Cafe And Takeaway","5.0","9","+44 161 400 8624","intothaicafe.com","1064 Ashton New Rd, Droylsden, Manchester M11 4PE, United Kingdom","Manchester Central","Manchester","Thai restaurant","https://lh3.googleusercontent.com/p/AF1QipO-gZiK4BKwtD-S9RbMm6vFf9yY3zjIREJmXXFr=s4196-v1"
"Kebab king","4.0","2",,,"New Smithfield Market, Whitworth St E, Openshaw, Manchester M11 2WJ, United Kingdom","Manchester Central","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_ocx7AGceVAOmQ2iS8kI4vMIXMKLd6jJDI6ndSsp2Rh9rw2uk3Jaqp9d6BYmO2y3iXtPhSX_QKzhNLaLFD2SIp1idbdzVcFBkbtyLANCQ0Nr644uGlQyb5AS5ANT0RysSeCb1Z=s4196-v1"
"Hummingbird Caribbean Takeaway","4.8","16","+44 161 759 7230","hummingbirdmcr.co.uk","6 Ashton Rd, Droylsden, Manchester M43 7BP, United Kingdom","Ashton-under-Lyne","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/p/AF1QipPK5ku_unmHmYUObud02d1FIv45mfPVNeRMg_SA=s4196-v1"
"Rayans World Of American Burgers & Chicken","4.0","19","+44 161 917 9164",,"657 Hyde Rd, Manchester M12 5PS, United Kingdom","Gorton and Denton","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_jtyLOG0Plsd06lNu5VRaE2YTPI49ea0LtDg-isC_yWwWcqV6EOswYgNrhhWucq0hFGtOIzoUmiRQBuWPF2dM4WRzxSFOfTvaqT8bFgp9WHS6I3tePbujb4ynugLXJ7FYKoj4dSw=s4196-v1"
"The Hideout","4.0","185","+44 161 526 5046","hideout-coffee.com","Droylsden Shopping Centre, 1A, 3 Queens Walk, Manchester M43 7AD, United Kingdom","Ashton-under-Lyne","Manchester","Coffee shop","https://lh3.googleusercontent.com/p/AF1QipM5Qw5bNEgfiy0uBQcOoH4fqmG-gISI-fzN3AWM=s4196-v1"
"Happy Star","4.4","222","+44 161 301 1596",,"103 Manchester Rd, Droylsden, Manchester M43 6EG, United Kingdom","Ashton-under-Lyne","Manchester","Fish and chips takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB87WqJoZQmnRK0VfaBZopy7TQTF9g8mWhd9IotLH1Yc08a8D-7Tw8j4DgeUh1PO5ANaxQjdGv2yssR7he_xoIiVHNzauwhCfhHw9ItC3B9sL_wTxEY7_V36O1nQPf_KHuBP82N9fQ=s4196-v1"
"La Canadian Charcoal, Manchester","4.4","58","+44 161 370 8090","lacanadian.co.uk","1054 Ashton New Rd, Manchester M11 4PE, United Kingdom","Manchester Central","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/p/AF1QipNj3Y3d4VOvkjTY16s9WgysPAx14LMn48I2XbV3=s4196-v1"
"The Maazi","4.2","54","+44 161 376 8137","themaazi.com","98 Moorside St, Droylsden, Manchester M43 7HL, United Kingdom","Ashton-under-Lyne","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/p/AF1QipP-C98ir2Yr7jzeEN_3hD8Li5H-MwisZCXht_Iz=s4196-v1"
"Yaardies Takeaway","3.7","21","+44 161 511 5905",,"4 Hulme Hall Ln, Manchester M40 8AZ, United Kingdom","Manchester Central","Manchester","Caribbean restaurant","https://lh3.googleusercontent.com/p/AF1QipPce0UiOkKcF-0cqtdwWSNKy70GqYSubXhkF9d5=s4196-v1"
"Chinese Express","4.4","80","+44 161 637 4062",,"47 North Rd, Droylsden, Manchester M43 6LH, United Kingdom","Ashton-under-Lyne","Manchester","Fish and chips takeaway","https://lh3.googleusercontent.com/p/AF1QipNwHwRX1SZcVsrd2LiotN_j6902h9YSN__aaDL_=s4196-v1"
"Wing Sing","4.2","94","+44 161 370 6112",,"92 Moorside St, Droylsden, Manchester M43 7HL, United Kingdom","Ashton-under-Lyne","Manchester","Chinese takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8U4qM4k4a8ZeDXmOtjt5zAGc16J8mV1ReVcEHPkV06pHMkSHZODqqYyZpvT2cP2MLwR-sFLAauH9P723wOs5NhARjHFQj_xryHbq4A4JtG1pOIjNrcMvbhuwkg4Nm5JecOJxdKgA=s4196-v1"
"BOSTON Fried Chicken","4.4","90","+44 161 370 8888","bostonfriedchicken.co.uk","415 Manchester Rd, Droylsden, Manchester M43 6QF, United Kingdom","Ashton-under-Lyne","Manchester","Fried chicken takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB86Z-TEhPxvUE6hX9BJ2Aiqqx7-4iH0cqPbuhfV5ug6UJj32iSUMZQz2yLYPtXK9ingZkRSgz1cxXjwQN-y5yx3Vs2_O3tPXlCaP--8TTaqS479uVKQc_F5Fgmuhbg5xm41imQB=s4196-v1"
"Burgerfy","4.7","122","+44 161 370 8094","burgerfy2.co.uk","302 Edge Ln, Droylsden, Manchester M43 6JH, United Kingdom","Ashton-under-Lyne","Manchester","Hamburger restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8ax-QSWss3V7sE65Qo8lrNMz4AseqnifLqypKyIqGWQvvA9GxZTHTomt3hFsmUldHXiJyWrvW3VYZPLsLEpIL9oJqnzsbOXcK-8rhzUF4oIZcr8OudGuaHFZv9k6jEVXdcgTlLug=s4196-v1"
"Hallmark Grill Manchester Airport","5.0","1","+44 330 028 3419",,"Airport, Stanley Rd, Handforth, Manchester SK9 3LD, United Kingdom",,,"Bar & grill",
